"","date","meantemp","humidity","wind_speed","meanpressure"
"1",2016-09-21,33.36,58.96,6.092,1005.4
"2",2016-09-22,30.037037037037,67.6296296296296,8.1074074074074,1008.77777777778
"3",2016-09-23,31,66.1071428571429,3.57142857142857,1005.32142857143
"4",2016-09-24,31.24,66.48,5.49615384615385,1352.61538461538
"5",2016-09-25,31.1304347826087,62.304347826087,3.14782608695652,1004.78260869565
"6",2016-09-26,31.48,60.88,2.98695652173913,1006.76
"7",2016-09-27,32.1851851851852,57.8148148148148,1.78076923076923,1006.7037037037
"8",2016-09-28,32.44,55.28,2.52,1005.28
"9",2016-09-29,32.2272727272727,61.3181818181818,3.96363636363636,1005.59090909091
"10",2016-09-30,32.2142857142857,59.3571428571429,2.58214285714286,1005.57142857143
"11",2016-10-01,32.5416666666667,61.9166666666667,3.17083333333333,1007.5
"12",2016-10-02,32.8148148148148,61.8148148148148,4.12222222222222,1009.11111111111
"13",2016-10-03,33.2692307692308,59.5769230769231,3.99259259259259,1007.18518518519
"14",2016-10-04,30.5555555555556,69.8148148148148,5.77037037037037,1005.37037037037
"15",2016-10-05,28.8333333333333,71.875,3.325,1005.25
"16",2016-10-06,30.7037037037037,64.8148148148148,3.23333333333333,1007.14814814815
"17",2016-10-07,30.96,59.96,15.825,1007.2
"18",2016-10-08,30.6,57.96,8.76153846153846,1006.84615384615
"19",2016-10-09,30.92,59.2,3.184,1005.96
"20",2016-10-10,29.7777777777778,51.1111111111111,4.80740740740741,1006.14814814815
"21",2016-10-11,29.6666666666667,51.1481481481481,8.92222222222222,1006.59259259259
"22",2016-10-12,29.5714285714286,47.2857142857143,11.3714285714286,1006.25
"23",2016-10-13,29.962962962963,44,13.0222222222222,1008.33333333333
"24",2016-10-14,29.75,47.875,8.93478260869565,1009.125
"25",2016-10-15,27.7407407407407,54.1481481481481,6.66296296296296,1010.51851851852
"26",2016-10-16,28.4285714285714,49.8571428571429,7.01428571428572,1011.85714285714
"27",2016-10-17,28.6,49.24,7.116,1010.56
"28",2016-10-18,28.5,48.4583333333333,7.66818181818182,1009.45833333333
"29",2016-10-19,28.9259259259259,49.1851851851852,6.45925925925926,1008.55555555556
"30",2016-10-20,29.0769230769231,47.7307692307692,9.124,1007.53846153846
"31",2016-10-21,28.4090909090909,50.4090909090909,10.6954545454545,1008.72727272727
"32",2016-10-22,29.3333333333333,49.4814814814815,13.3230769230769,1009.37037037037
"33",2016-10-23,27.5,54.9615384615385,11.5461538461538,1009.30769230769
"34",2016-10-24,28.5,51.4230769230769,11.1884615384615,1008.26923076923
"35",2016-10-25,28.04,54.56,12.3884615384615,1008.92307692308
