"","date","meantemp","humidity","wind_speed","meanpressure"
"1",2013-01-01,10,84.5,0,1015.66666666667
"2",2013-01-02,7.4,92,2.98,1017.8
"3",2013-01-03,7.16666666666667,87,4.63333333333333,1018.66666666667
"4",2013-01-04,8.66666666666667,71.3333333333333,1.23333333333333,1017.16666666667
"5",2013-01-05,6,86.8333333333333,3.7,1016.5
"6",2013-01-06,7,82.8,1.48,1018
"7",2013-01-07,7,78.6,6.3,1020
"8",2013-01-08,8.85714285714286,63.7142857142857,7.14285714285714,1018.71428571429
"9",2013-01-09,14,51.25,12.5,1017
"10",2013-01-10,11,62,7.4,1015.66666666667
"11",2013-01-11,15.7142857142857,51.2857142857143,10.5714285714286,1016.14285714286
"12",2013-01-12,14,74,13.2285714285714,1015.57142857143
"13",2013-01-13,15.8333333333333,75.1666666666667,4.63333333333333,1013.33333333333
"14",2013-01-14,12.8333333333333,88.1666666666667,0.616666666666667,1015.16666666667
"15",2013-01-15,14.7142857142857,71.8571428571429,0.528571428571429,1015.85714285714
"16",2013-01-16,13.8333333333333,86.6666666666667,0,1016.66666666667
"17",2013-01-17,16.5,80.8333333333333,5.25,1015.83333333333
"18",2013-01-18,13.8333333333333,92.1666666666667,8.95,1014.5
"19",2013-01-19,12.5,76.6666666666667,5.88333333333333,1021.66666666667
"20",2013-01-20,11.2857142857143,75.2857142857143,8.47142857142857,1020.28571428571
"21",2013-01-21,11.2,77,2.22,1021
"22",2013-01-22,9.5,79.6666666666667,3.08333333333333,1021.8
"23",2013-01-23,14,60.1666666666667,4.01666666666667,1020.5
"24",2013-01-24,13.8333333333333,60.6666666666667,6.16666666666667,1020.5
"25",2013-01-25,12.25,67,5.55,1020.75
"26",2013-01-26,12.6666666666667,64.1666666666667,6.8,1019.66666666667
"27",2013-01-27,12.8571428571429,65.5714285714286,5.55714285714286,1018.14285714286
"28",2013-01-28,14.8333333333333,56,3.7,1017.83333333333
"29",2013-01-29,14.125,65.5,3.2375,1016.625
"30",2013-01-30,14.7142857142857,70.4285714285714,1.05714285714286,1017.85714285714
"31",2013-01-31,16.2,65.6,2.96,1018.4
"32",2013-02-01,16,73,2.22,1016
"33",2013-02-02,16.2857142857143,77.5714285714286,1.32857142857143,1017.14285714286
"34",2013-02-03,18,65.5714285714286,1.85714285714286,1015.28571428571
"35",2013-02-04,17.4285714285714,74.2857142857143,11.1142857142857,1014.57142857143
"36",2013-02-05,16.625,92.375,9.725,1016.375
"37",2013-02-06,16.6666666666667,71.3333333333333,8.63333333333333,1018.66666666667
"38",2013-02-07,15.6,59.4,10.74,1018.6
"39",2013-02-08,14,70.4285714285714,9.25714285714286,1017.14285714286
"40",2013-02-09,15.4285714285714,61.2857142857143,9.25714285714286,1016.85714285714
"41",2013-02-10,15.25,71.5,3.475,1017.125
"42",2013-02-11,15.875,70.5,5.325,1016.5
"43",2013-02-12,15.3333333333333,70.3333333333333,7.41666666666667,1017.5
"44",2013-02-13,16.2857142857143,70.1428571428571,6.08571428571429,1016
"45",2013-02-14,17.3333333333333,63.8333333333333,4.33333333333333,1014.16666666667
"46",2013-02-15,19.1666666666667,65.3333333333333,10.1833333333333,1011.66666666667
"47",2013-02-16,14.4285714285714,92.7142857142857,8.48571428571429,1008
"48",2013-02-17,13.6666666666667,90,0,1012.66666666667
"49",2013-02-18,15.6,78.4,12.22,1016.2
"50",2013-02-19,15.8571428571429,82,5.81428571428571,1015.71428571429
"51",2013-02-20,17.7142857142857,74.7142857142857,5.81428571428571,1017
"52",2013-02-21,20,67.2857142857143,6.61428571428571,1015.42857142857
"53",2013-02-22,20.5,65.625,10.875,1016
"54",2013-02-23,17.4285714285714,74.8571428571429,9.25714285714286,1017
"55",2013-02-24,16.8571428571429,78.8571428571429,7.4,1018.85714285714
"56",2013-02-25,16.875,72.875,4.6375,1018.25
"57",2013-02-26,17.8571428571429,70,17.5875,1015.14285714286
"58",2013-02-27,20.8,57.2,6.66,1015.2
"59",2013-02-28,19.4285714285714,52.8571428571429,12.9571428571429,1017.42857142857
"60",2013-03-01,17.3333333333333,49.3333333333333,24.0666666666667,1016.33333333333
"61",2013-03-02,19,54,15.725,1016.25
"62",2013-03-03,19.3333333333333,62.8333333333333,8.63333333333333,1016.16666666667
"63",2013-03-04,17.6,71,5.56,1015.8
"64",2013-03-05,20.875,61.875,4.1625,1016.375
"65",2013-03-06,20.8571428571429,65.2857142857143,6.87142857142857,1015.71428571429
"66",2013-03-07,23.4285714285714,57.1428571428571,8.72857142857143,1015.28571428571
"67",2013-03-08,24.1666666666667,44.8333333333333,7.1,1014.83333333333
"68",2013-03-09,25.4285714285714,49.7142857142857,5.28571428571429,1009.28571428571
"69",2013-03-10,23.1428571428571,57.5714285714286,4.22857142857143,1008
"70",2013-03-11,24,66.3333333333333,0.933333333333333,1011.16666666667
"71",2013-03-12,23.5,62.5,4.93333333333333,1011.5
"72",2013-03-13,21.5,70.5,5.55,1009
"73",2013-03-14,22.3333333333333,61.1666666666667,12.0333333333333,1013.16666666667
"74",2013-03-15,24.1666666666667,45.8333333333333,7.71666666666667,1016.16666666667
"75",2013-03-16,20.3333333333333,67.6666666666667,3.7,1016.16666666667
"76",2013-03-17,22.6666666666667,58.6666666666667,8.95,1015
"77",2013-03-18,23.4285714285714,58.1428571428571,17.4571428571429,1009.42857142857
"78",2013-03-19,22.5,73.6666666666667,10.4833333333333,1011
"79",2013-03-20,29.1666666666667,36.3333333333333,6.8,1009.5
"80",2013-03-21,23.8333333333333,58.5,10.5,1008.33333333333
"81",2013-03-22,25.25,50.25,9.7125,1006.375
"82",2013-03-23,27.375,50.125,9.95,1007.625
"83",2013-03-24,27,48.75,10.8875,1010.25
"84",2013-03-25,23.5,45.5,15.9625,1010.625
"85",2013-03-26,24.1428571428571,44.5714285714286,12.9571428571429,1008.85714285714
"86",2013-03-27,21,62,1.85,1009
"87",2013-03-28,22.4285714285714,62.7142857142857,7.41428571428572,1009.57142857143
"88",2013-03-29,21.25,70.375,5.55,1009.75
"89",2013-03-30,23.5,54.75,11.1125,1008.625
"90",2013-03-31,23.2,58,6.66,1008.6
"91",2013-04-01,25.375,45.5,4.4,1008.5
"92",2013-04-02,25.1666666666667,51,8.65,1009.5
"93",2013-04-03,26.2,45.6,8.14,1009
"94",2013-04-04,24.6,41.8,11.12,1007.8
"95",2013-04-05,25.6,31,15.56,1007
"96",2013-04-06,25.8571428571429,29.8571428571429,11.9,1006.14285714286
"97",2013-04-07,29.1428571428571,23.2857142857143,10.3142857142857,1005
"98",2013-04-08,28.7142857142857,33.8571428571429,5.3,1006
"99",2013-04-09,30.1666666666667,30.5,8.65,1005.33333333333
"100",2013-04-10,30,28,6.1,1006.71428571429
"101",2013-04-11,30,24.2,7.78,1006.4
"102",2013-04-12,28.8571428571429,32.5714285714286,6.34285714285714,1007.57142857143
"103",2013-04-13,30.2,29.2,10,1008.4
"104",2013-04-14,28.25,39.375,6.4875,1007
"105",2013-04-15,28.25,41.375,6.25,1003.875
"106",2013-04-16,32.125,24.625,10.425,1000
"107",2013-04-17,29.2,24.2,6.66,1002.2
"108",2013-04-18,30.2857142857143,30.2857142857143,4.75714285714286,1002.85714285714
"109",2013-04-19,28.2857142857143,31.2857142857143,3.97142857142857,1002.57142857143
"110",2013-04-20,30.625,29,7.6375,1003.375
"111",2013-04-21,27.6666666666667,38.6666666666667,13.8833333333333,1006.83333333333
"112",2013-04-22,27.375,45.375,7.65,1010
"113",2013-04-23,28.625,44.125,4.625,1009.875
"114",2013-04-24,30.2857142857143,41.7142857142857,2.11428571428571,1008.57142857143
"115",2013-04-25,31.1428571428571,38.2857142857143,3.7,1007.71428571429
"116",2013-04-26,29.875,45.875,6.7125,1008.375
"117",2013-04-27,31.1428571428571,31.4285714285714,13.4857142857143,1007
"118",2013-04-28,30.5714285714286,28,12.9714285714286,1005.42857142857
"119",2013-04-29,32.125,26.375,7.875,1004.875
"120",2013-04-30,31.1428571428571,32,7.92857142857143,1004.85714285714
"121",2013-05-01,31.8571428571429,15.8571428571429,12.6857142857143,1002.83333333333
"122",2013-05-02,29.8333333333333,22.1666666666667,11.4333333333333,1001.2
"123",2013-05-03,28.5714285714286,31.5714285714286,9,999.428571428571
"124",2013-05-04,32.8571428571429,31.4285714285714,2.91428571428571,999
"125",2013-05-05,32.625,31.125,3.0125,1000.625
"126",2013-05-06,32.75,39.25,3.7,1001.625
"127",2013-05-07,32.875,33.25,7.175,1002
"128",2013-05-08,34.5,23,9.25,1001.16666666667
"129",2013-05-09,34.2857142857143,26,8.98571428571428,1000.85714285714
"130",2013-05-10,34,27.7142857142857,9.52857142857143,1000.14285714286
"131",2013-05-11,30.75,30.375,14.8125,999.875
"132",2013-05-12,29.8571428571429,40.1428571428571,5.82857142857143,1003.71428571429
"133",2013-05-13,31.7142857142857,34,3.97142857142857,1003.57142857143
"134",2013-05-14,32.2857142857143,34.2857142857143,4.77142857142857,1001.57142857143
"135",2013-05-15,33,33,3.2375,999.857142857143
"136",2013-05-16,33,34.75,7.175,998.5
"137",2013-05-17,32.8333333333333,28.1666666666667,9.86666666666667,1000.33333333333
"138",2013-05-18,31.4,42.2,12.9666666666667,999
"139",2013-05-19,35.3333333333333,22.3333333333333,15.75,999.666666666667
"140",2013-05-20,36.4,24.2,7.4,998.4
"141",2013-05-21,36,19,11.3714285714286,998.666666666667
"142",2013-05-22,36.75,22.125,17.5875,998.625
"143",2013-05-23,37.5,23.3333333333333,13.5666666666667,997.166666666667
"144",2013-05-24,38.4285714285714,27.4285714285714,11.3857142857143,996.428571428571
"145",2013-05-25,38.7142857142857,22.4285714285714,10.3142857142857,998.142857142857
"146",2013-05-26,37.8,21.2,10.74,998.2
"147",2013-05-27,35.8571428571429,31.5714285714286,8.72857142857143,999.142857142857
"148",2013-05-28,35.3333333333333,29,8.33333333333333,1000.16666666667
"149",2013-05-29,34.1428571428571,27.8571428571429,5.55714285714286,999.428571428571
"150",2013-05-30,32.2,28.2,5.56,999.6
"151",2013-05-31,33.625,40.125,10.6375,998.714285714286
"152",2013-06-01,32,54,13.4375,998.75
"153",2013-06-02,32.4,56.6,14.2,1001
"154",2013-06-03,35.6,47,12.24,999.6
"155",2013-06-04,35.8571428571429,42.5714285714286,5.02857142857143,999.857142857143
"156",2013-06-05,37.1666666666667,36.5,9.86666666666666,998
"157",2013-06-06,31.2857142857143,61.7142857142857,10.0428571428571,997.285714285714
"158",2013-06-07,34,49.25,7.4125,998
"159",2013-06-08,34.2,57.4,13.34,997
"160",2013-06-09,36.1666666666667,40,11.4166666666667,995.166666666667
"161",2013-06-10,36.625,42.75,8.1,995.125
"162",2013-06-11,30.1666666666667,61.6666666666667,16.35,1000
"163",2013-06-12,34.1428571428571,54.1428571428571,7.41428571428572,998
"164",2013-06-13,29.8333333333333,68.6666666666667,9.86666666666666,998.666666666667
"165",2013-06-14,30.1428571428571,68.1428571428571,7.94285714285714,997.428571428571
"166",2013-06-15,30.7142857142857,65,13.2285714285714,997.857142857143
